(5, 1, 2)	2	0	540174	382658	22	22
(1, 6, 2)	1	0	258478	338113	13	12
(6, 1, 2)	2	0	733995	672761	35	35
(1, 7, 2)	1	0	423848	245979	23	22
(7, 1, 2)	2	0	448492	637177	39	39
(1, 8, 2)	1	0	290111	293553	18	17
(8, 1, 2)	2	0	656721	429509	33	33
(1, 9, 2)	1	0	369003	57410	18	17
(9, 1, 2)	2	0	234759	603231	34	34
(1, 10, 2)	1	0	189985	213989	15	14
(10, 1, 2)	2	0	782898	471272	28	28
(1, 11, 2)	1	0	413797	765999	25	24
(11, 1, 2)	2	0	818244	399370	28	28
(2, 3, 2)	2	0	496527	100678	15	15
(3, 2, 2)	2	0	855310	720109	39	39
(2, 4, 2)	2	0	904969	673904	39	39
(4, 2, 2)	2	0	382450	554332	24	24
(2, 5, 2)	1	0	150728	313160	10	9
(5, 2, 2)	2	0	548996	554330	17	17
(2, 6, 2)	1	0	141095	329414	13	12
(6, 2, 2)	2	0	781413	739644	32	32
(2, 7, 2)	1	0	314214	244707	25	24
(7, 2, 2)	2	0	417124	494038	30	30
(2, 8, 2)	1	0	300437	351448	25	24
(8, 2, 2)	2	0	629354	676372	33	33
(2, 9, 2)	1	0	349561	55407	21	20
(9, 2, 2)	2	0	148595	586683	28	28
(2, 10, 2)	1	0	116043	211617	15	14
(10, 2, 2)	2	0	603858	529797	26	26
(2, 11, 2)	1	0	659512	727409	26	25
(11, 2, 2)	2	0	851664	728198	34	34
(3, 4, 2)	2	0	721175	464463	33	33
(4, 3, 2)	2	0	580464	387010	33	33
(3, 5, 2)	1	0	821971	871984	51	50
(5, 3, 2)	2	0	595013	205186	18	18
(3, 6, 2)	1	0	600048	828685	48	47
(6, 3, 2)	2	0	643848	249102	22	22
(3, 7, 2)	1	0	347210	182576	14	13
(7, 3, 2)	2	0	277717	131774	21	21
(3, 8, 2)	1	0	481355	579631	29	28
(8, 3, 2)	2	0	480183	194582	24	24
(3, 9, 2)	1	0	781022	276833	39	38
(9, 3, 2)	2	0	46071	88857	20	20
(3, 10, 2)	1	0	147342	367631	19	18
(10, 3, 2)	2	0	712504	151026	22	22
(3, 11, 2)	1	0	159307	393666	18	17
